doc,entity,type,count
GDSC001790047500.txt,Wellford,person,7
GDSC001790047500.txt,Eastland,person,12
GDSC001790047500.txt,Kennedy,person,7
GDSC001790047500.txt,Moorhead,person,10
GDSC001790056500.txt,Mississippi,location,24
GDSC001790044700.txt,Free Democratic Party,organization,25
GDSC001790044700.txt,Party,organization,8
GDSC001790044700.txt,Alderman,organization,8
GDSC001790044700.txt,Delta Ministry,organization,6
GDSC001790044700.txt,Mississippi Freedom Democratic Party,organization,9
GDSC001790044700.txt,Mississippi,location,16
GDSC001790044700.txt,Joseph Harris,person,8
GDSC001790044700.txt,Harris,person,11
GDSC001790044700.txt,Devine,person,12
GDSC001790044700.txt,Joe,person,16
GDSC001790044700.txt,Fannie Lou Hamer,person,7
GDSC001790044700.txt,Alderman,person,8
GDSC001790044700.txt,Joe Harris,person,6
GDSC001790044700.txt,Lawrence Guyot,person,6
GDSC001790044700.txt,Charlie Horwitz,person,6
GDSC001790039700.txt,N.B.P.A.,organization,9
GDSC001790039700.txt,State Coordinator,organization,7
GDSC001790039700.txt,State,organization,10
GDSC001790039700.txt,Mississippi,location,17
GDSC001790039700.txt,New York City,location,6
GDSC001790039700.txt,Southern Africa,location,11
GDSC001790039700.txt,Ruleville,location,9
GDSC001790039700.txt,Fannie Lou Hamer,person,14
GDSC001790055100.txt,Delta Ministry,organization,14
GDSC001790059800.txt,Board,organization,16
GDSC001790059800.txt,OEO,organization,17
GDSC001790059800.txt,ACSC,organization,14
GDSC001790059800.txt,NYC Program,organization,6
GDSC001790059800.txt,Incorporated,organization,31
GDSC001790059800.txt,Sunflower County Progress,organization,25
GDSC001790059800.txt,Mississippi,location,7
GDSC001790059800.txt,Sunflower County,location,8
GDSC001790059800.txt,Washington,location,9
GDSC001790059800.txt,Rome,location,8
GDSC001790059800.txt,Indianola,location,15
GDSC001790059800.txt,Atlanta,location,13
GDSC001790059800.txt,Joe Baird,person,7
GDSC001790059800.txt,Jack Harper,person,7
GDSC001790059800.txt,Farmer Hamilton,person,6
GDSC001790059800.txt,Allen,person,11
GDSC001790059800.txt,Oscar Giles,person,6
GDSC001790059800.txt,Theodore Keenan,person,11
GDSC001790059800.txt,Jimmie Langdon,person,6
GDSC001790059800.txt,Louie Walker,person,20
GDSC001790059800.txt,Walter Robe,person,6
GDSC001790059800.txt,David Matthews,person,11
GDSC001790059800.txt,Ben Himelstein,person,9
GDSC001790059800.txt,B. B. Bailey,person,6
GDSC001790059800.txt,Crowe,person,15
GDSC001790059800.txt,Myles Foster,person,6
GDSC001790059800.txt,Colbert Crowe,person,17
GDSC001790059800.txt,Jr.,person,7
GDSC001790013000.txt,Mississippi,location,23
GDSC001790022500.txt,Mississippi,location,15
GDSC001790022500.txt,Indianola,location,7
GDSC001790022500.txt,Joseph Harris,person,10
GDSC001790018800.txt,General Assembly,organization,29
GDSC001790018800.txt,Senate,organization,6
GDSC001790018800.txt,South Carolina,location,19
GDSC001790004000.txt,New York City,location,15
GDSC001790059100.txt,Delta Ministry,organization,7
GDSC001790059100.txt,Mississippi,location,10
GDSC001790059100.txt,Greenville,location,9
GDSC001790059100.txt,Freedom City,location,14
GDSC001790050700.txt,Mississippi Freedom Democratic Party,organization,6
GDSC001790050700.txt,Selma,location,7
GDSC001790050700.txt,New York City,location,10
GDSC001790050700.txt,Alabama,location,14
GDSC001790019500.txt,United Nations,organization,7
GDSC001790019500.txt,United States of America,location,18
GDSC001790019500.txt,Mali,location,6
GDSC001790040800.txt,NACLA,organization,13
GDSC001790040800.txt,ASH,organization,8
GDSC001790040800.txt,Amnesty International,organization,10
GDSC001790040800.txt,Mississippi,location,14
GDSC001790040800.txt,Latin America,location,10
GDSC001790040800.txt,Washington,location,14
GDSC001790040800.txt,New York City,location,11
GDSC001790040800.txt,United States of America,location,26
GDSC001790040800.txt,California,location,10
GDSC001790040800.txt,Cleveland,location,8
GDSC001790040800.txt,Washington D.C.,location,6
GDSC001790040800.txt,Christ,person,7
GDSC001790021800.txt,Doc,organization,39
GDSC001790021800.txt,DOC DOB,person,6
GDSC001790058400.txt,Jackson Office,organization,6
GDSC001790058400.txt,Incorporated,organization,6
GDSC001790058400.txt,Mississippi,location,7
GDSC001790058400.txt,Lee County,location,10
GDSC001790058400.txt,Georgia,location,11
GDSC001790058400.txt,Jackson,person,8
GDSC001790049700.txt,Fannie Lou Hamer Living Memorial Charitable Trust Fund,organization,46
GDSC001790049700.txt,Fannie Lou Hamer,person,74
GDSC001790049700.txt,Perry Hamer,person,14
GDSC001790049700.txt,John Ingram,person,14
GDSC001790054400.txt,Development Corporation,organization,18
GDSC001790054400.txt,Mississippi,location,20
GDSC001790063000.txt,United States of America,location,6
GDSC001790063000.txt,New York City,location,17
GDSC001790063000.txt,Broadway,location,8
GDSC001790045300.txt,Mississippi Freedom Democratic Party,organization,15
GDSC001790045300.txt,Party,organization,7
GDSC001790045300.txt,Mississippi,location,21
GDSC001790022000.txt,Mississippi,location,13
GDSC001790022000.txt,Owen Brooks,person,14
GDSC001790023800.txt,Mississippi,location,22
GDSC001790012800.txt,Party,organization,6
GDSC001790012800.txt,Circuit Clerk,organization,6
GDSC001790012800.txt,General Election,organization,6
GDSC001790012800.txt,Mississippi,location,25
GDSC001790012800.txt,Jackson,location,11
GDSC001790062600.txt,Community Affairs Association,organization,8
GDSC001790050200.txt,Fannie Lou Hamer Living Memorial Charitable Trust Fund,organization,38
GDSC001790052500.txt,Delta Ministry,organization,6
GDSC001790052500.txt,Custom Ford,organization,9
GDSC001790052500.txt,Ecumenical Institute,organization,8
GDSC001790052500.txt,VISTA,organization,16
GDSC001790052500.txt,Mississippi,location,31
GDSC001790052500.txt,Chicago,location,7
GDSC001790052500.txt,Mount Beulah,location,11
GDSC001790052500.txt,New York City,location,18
GDSC001790052500.txt,United States of America,location,12
GDSC001790052500.txt,Greenville,location,8
GDSC001790052500.txt,R. H. Edwin Espy,person,8
GDSC001790010000.txt,Democratic Party,organization,23
GDSC001790010000.txt,Bob Smith,person,19
GDSC001790010000.txt,Moore,person,11
GDSC001790010000.txt,Andrew P.,person,7
GDSC001790020300.txt,Delta Opportunities Corporation,organization,9
GDSC001790020300.txt,Doc,organization,10
GDSC001790016600.txt,NDPA,organization,26
GDSC001790016600.txt,State,organization,6
GDSC001790016600.txt,District Court,organization,8
GDSC001790016600.txt,National Democratic Party of Alabama,organization,9
GDSC001790016600.txt,Huntsville,location,16
GDSC001790016600.txt,United States of America,location,15
GDSC001790016600.txt,Greene County,location,12
GDSC001790016600.txt,Alabama,location,57
GDSC001790016600.txt,Herndon,person,16
GDSC001790013200.txt,ASCS,organization,45
GDSC001790013200.txt,Incorporated,organization,10
GDSC001790013200.txt,New Communities,organization,6
GDSC001790013200.txt,Department of Agriculture,organization,7
GDSC001790013200.txt,ASC,organization,25
GDSC001790013200.txt,NSF,organization,6
GDSC001790013200.txt,Institute,organization,7
GDSC001790013200.txt,Mississippi,location,35
GDSC001790013200.txt,Louisiana,location,8
GDSC001790013200.txt,Texas,location,9
GDSC001790013200.txt,Indianola,location,6
GDSC001790013200.txt,New York City,location,9
GDSC001790013200.txt,United States of America,location,19
GDSC001790013200.txt,California,location,11
GDSC001790013200.txt,Georgia,location,10
GDSC001790013200.txt,Alabama,location,11
GDSC001790013200.txt,South,location,13
GDSC001790013200.txt,Mexico,location,6
GDSC001790013200.txt,Ruleville,location,7
GDSC001790013200.txt,Fannie Lou Hamer,person,24
GDSC001790023700.txt,Mississippians United,organization,13
GDSC001790023700.txt,Mississippi,location,12
GDSC001790023700.txt,Chicago,location,6
GDSC001790023700.txt,Greenville,location,8
GDSC001790023700.txt,Washington County,location,7
GDSC001790023700.txt,Harris,person,6
GDSC001790057900.txt,SRA,organization,33
GDSC001790057900.txt,Mississippi,location,18
GDSC001790057900.txt,Mound Bayou,location,8
GDSC001790057900.txt,Sumter County,location,6
GDSC001790057900.txt,Atlanta,location,7
GDSC001790057900.txt,Georgia,location,12
GDSC001790057900.txt,Alabama,location,9
GDSC001790057900.txt,Gunby,person,7
GDSC001790056100.txt,SCLC,organization,50
GDSC001790056100.txt,Poor People,organization,17
GDSC001790056100.txt,s Campaign,organization,11
GDSC001790056100.txt,Mississippi,location,25
GDSC001790056100.txt,United States of America,location,10
GDSC001790056100.txt,Grenada,location,6
GDSC001790056100.txt,Washington D.C.,location,12
GDSC001790056100.txt,Washington,location,38
GDSC001790056100.txt,King,person,9
GDSC001790056100.txt,Abernathy,person,6
GDSC001790015800.txt,Mississippi,location,13
GDSC001790015800.txt,Shelby,person,8
GDSC001790041700.txt,Medicare,organization,6
GDSC001790038900.txt,Congress,organization,14
GDSC001790038900.txt,Democratic Party of the State,organization,8
GDSC001790038900.txt,Mississippi,location,18
GDSC001790038900.txt,Maryland,location,10
GDSC001790038900.txt,Washington,location,8
GDSC001790038900.txt,Greenbelt,location,9
GDSC001790038900.txt,North Carolina,location,8
GDSC001790025000.txt,Mississippi,location,7
GDSC001790033900.txt,Sunflower County Voter Education Project 626 E. Lafayette Street Ruleville,organization,9
GDSC001790033900.txt,Thaddeus Olive Administrative Assistant Voter Education Project,organization,12
GDSC001790033900.txt,Council,organization,10
GDSC001790033900.txt,Sunflower County Voter Education Project,organization,6
GDSC001790033900.txt,Mississippi,location,39
GDSC001790033900.txt,New York City,location,6
GDSC001790033900.txt,Ruleville,location,21
GDSC001790033900.txt,Howard Melish,person,6
GDSC001790033900.txt,Harris,person,7
GDSC001790033900.txt,Fannie Lou Hamer,person,14
GDSC001790033900.txt,Sandra Nystrom,person,6
GDSC001790033900.txt,Joseph Harris,person,8
GDSC001790033900.txt,Perry Hamer,person,14
GDSC001790039300.txt,Institute,organization,6
GDSC001790039300.txt,Mississippi,location,20
GDSC001790039300.txt,Beckwith Street,location,6
GDSC001790039300.txt,Georgia,location,6
GDSC001790039300.txt,Fannie Lou Hamer,person,11
GDSC001790039300.txt,Martin Luther King,person,15
GDSC001790057000.txt,Delta Opportunities Corporation,organization,24
GDSC001790057000.txt,Advisory Board,organization,95
GDSC001790057000.txt,Delta,organization,7
GDSC001790057000.txt,Mississippi,location,10
GDSC001790018700.txt,State,organization,8
GDSC001790018700.txt,Tallahatchie Cooperative League,organization,6
GDSC001790018700.txt,Mississippi,location,24
GDSC001790018700.txt,Heber Ladner,person,8
GDSC001790019100.txt,Mississippi,location,23
GDSC001790019100.txt,Mound Bayou,location,70
GDSC001790042300.txt,Mississippi,location,7
GDSC001790060900.txt,SCLC,organization,10
GDSC001790060900.txt,LCCR,organization,9
GDSC001790060900.txt,Delta Ministry,organization,10
GDSC001790060900.txt,s Campaign,organization,7
GDSC001790060900.txt,SCEF,organization,27
GDSC001790060900.txt,Southern Conference Educational Fund,organization,7
GDSC001790060900.txt,Mississippi Freedom Democratic Party,organization,7
GDSC001790060900.txt,LA SNCC,organization,6
GDSC001790060900.txt,SNCC,organization,28
GDSC001790060900.txt,Steering Committee Against Repression,organization,7
GDSC001790060900.txt,SSOC,organization,6
GDSC001790060900.txt,NMC,organization,8
GDSC001790060900.txt,SDS,organization,7
GDSC001790060900.txt,Mississippi,location,16
GDSC001790060900.txt,Louisiana,location,7
GDSC001790060900.txt,Texas,location,10
GDSC001790060900.txt,Atlanta,location,7
GDSC001790060900.txt,Knoxville,location,16
GDSC001790060900.txt,New York City,location,13
GDSC001790060900.txt,United States of America,location,14
GDSC001790060900.txt,Vietnam,location,6
GDSC001790060900.txt,West Broadway Louisville,location,7
GDSC001790060900.txt,Memphis,location,10
GDSC001790060900.txt,New Orleans,location,7
GDSC001790060900.txt,Nashville,location,7
GDSC001790060900.txt,Drive,location,6
GDSC001790060900.txt,Kentucky,location,15
GDSC001790060900.txt,South,location,27
GDSC001790060900.txt,Houston,location,11
GDSC001790060900.txt,Chrm.,location,6
GDSC001790060900.txt,Brown,person,23
GDSC001790060900.txt,Barbara Flynn,person,10
GDSC001790060900.txt,Martin Luther King,person,7
GDSC001790060900.txt,Stanley Wise,person,6
GDSC001790060900.txt,Bill,person,10
GDSC001790060900.txt,Carl,person,6
GDSC001790060900.txt,King,person,7
GDSC001790060900.txt,Barbara,person,8
GDSC001790035600.txt,NAACP,organization,8
GDSC001790056400.txt,Mississippi,location,6
GDSC001790011300.txt,Democratic Party,organization,27
GDSC001790011300.txt,Mississippi,location,13
GDSC001790016400.txt,National Conference for New Politics,organization,6
GDSC001790016400.txt,Communist Party,organization,6
GDSC001790016400.txt,CIPA,organization,10
GDSC001790016400.txt,Democratic Administration,organization,7
GDSC001790016400.txt,Congress,organization,6
GDSC001790016400.txt,NCNP,organization,39
GDSC001790016400.txt,Democratic Party,organization,7
GDSC001790016400.txt,Mississippi,location,9
GDSC001790016400.txt,New York City,location,19
GDSC001790016400.txt,United States of America,location,60
GDSC001790016400.txt,China,location,9
GDSC001790016400.txt,Vietnam,location,28
GDSC001790016400.txt,California,location,11
GDSC001790016400.txt,Chicago,location,29
GDSC001790016400.txt,Kentucky,location,7
GDSC001790016400.txt,Soviet Union,location,7
GDSC001790016400.txt,Daley,person,6
GDSC001790016400.txt,William F. Pepper,person,9
GDSC001790016400.txt,Julian Bond,person,9
GDSC001790018900.txt,GE,organization,6
GDSC001790018900.txt,IUE,organization,7
GDSC001790018900.txt,AFL,organization,24
GDSC001790018900.txt,Congress,organization,28
GDSC001790018900.txt,House,organization,22
GDSC001790018900.txt,CIO,organization,44
GDSC001790018900.txt,Westinghouse,organization,7
GDSC001790018900.txt,UAW,organization,11
GDSC001790018900.txt,House of Representatives,organization,7
GDSC001790018900.txt,Mississippi,location,84
GDSC001790018900.txt,Paris,location,11
GDSC001790018900.txt,United States of America,location,71
GDSC001790018900.txt,South Vietnam,location,8
GDSC001790018900.txt,Massachusetts,location,7
GDSC001790018900.txt,Washington,location,17
GDSC001790018900.txt,New York City,location,26
GDSC001790018900.txt,Vietnam,location,54
GDSC001790018900.txt,Boston,location,8
GDSC001790018900.txt,Chicago,location,9
GDSC001790018900.txt,Philadelphia,location,8
GDSC001790018900.txt,South,location,13
GDSC001790018900.txt,Jim,person,11
GDSC001790018900.txt,Ho Chi Minh,person,13
GDSC001790018900.txt,Albert J. Fitzgerald,person,11
GDSC001790018900.txt,Lincoln,person,13
GDSC001790018900.txt,James J. Matles,person,12
GDSC001790018900.txt,Lewis,person,9
GDSC001790018900.txt,ROBERT C. KIRKWOOD,person,6
GDSC001790018900.txt,Jackson,person,6
GDSC001790018900.txt,Johnson,person,21
GDSC001790018900.txt,Peary,person,6
GDSC001790018900.txt,Eisenhower,person,7
GDSC001790018900.txt,Andrews,person,7
GDSC001790016200.txt,NBAWADU,organization,16
GDSC001790016200.txt,Black Movement,organization,7
GDSC001790016200.txt,War,organization,7
GDSC001790016200.txt,Peace Movement,organization,7
GDSC001790016200.txt,SNCC,organization,10
GDSC001790016200.txt,Draft Union,organization,13
GDSC001790016200.txt,National Black,organization,6
GDSC001790016200.txt,New York City,location,25
GDSC001790016200.txt,New York City City,location,8
GDSC001790016200.txt,Vietnam,location,13
GDSC001790016200.txt,John Wilson,person,12
GDSC001790016200.txt,Gwen Patton,person,12
GDSC001790016200.txt,Jim Harvey,person,8
GDSC001790013400.txt,Incorporated,organization,6
GDSC001790013400.txt,Agricultural Stabilization and Conservation Service,organization,7
GDSC001790013400.txt,Freedom Farm Corporation,organization,19
GDSC001790013400.txt,Mississippi,location,38
GDSC001790013400.txt,Washington,location,8
GDSC001790013400.txt,Indianola,location,6
GDSC001790013400.txt,James Street Ruleville,person,9
GDSC001790013400.txt,Fannie Lou Hamer,person,21
GDSC001790034600.txt,Incorporated,organization,15
GDSC001790034600.txt,Voter Education Project,organization,9
GDSC001790034600.txt,VEP,organization,24
GDSC001790034600.txt,Mississippi,location,35
GDSC001790034600.txt,Louisiana,location,19
GDSC001790034600.txt,Atlanta,location,14
GDSC001790034600.txt,United States of America,location,8
GDSC001790034600.txt,North Carolina,location,7
GDSC001790034600.txt,Georgia,location,26
GDSC001790034600.txt,Virginia,location,14
GDSC001790034600.txt,Alabama,location,6
GDSC001790034600.txt,South,location,19
GDSC001790034600.txt,Tennessee,location,12
GDSC001790034600.txt,Martin Luther King,person,6
GDSC001790034600.txt,John Lewis,person,12
GDSC001790034600.txt,VEP,person,19
GDSC001790035400.txt,NAACP,organization,29
GDSC001790035400.txt,Association,organization,7
GDSC001790035400.txt,National Office,organization,18
GDSC001790035400.txt,Mississippi,location,8
GDSC001790035400.txt,New York City,location,29
GDSC001790016300.txt,Army,organization,7
GDSC001790016300.txt,Black Power,organization,12
GDSC001790016300.txt,NLF,organization,10
GDSC001790016300.txt,Working Committee,organization,7
GDSC001790016300.txt,Draft Union,organization,12
GDSC001790016300.txt,NBAWADU,organization,6
GDSC001790016300.txt,War,organization,8
GDSC001790016300.txt,National Black,organization,10
GDSC001790016300.txt,Student Mobilization Committee,organization,19
GDSC001790016300.txt,United Nations,organization,7
GDSC001790016300.txt,W.E.B. DuBois Clubs of America,organization,11
GDSC001790016300.txt,SNCC,organization,51
GDSC001790016300.txt,NAACP,organization,6
GDSC001790016300.txt,Democratic Party,organization,8
GDSC001790016300.txt,Mississippi,location,13
GDSC001790016300.txt,New York City City,location,7
GDSC001790016300.txt,Asia,location,7
GDSC001790016300.txt,Latin America,location,15
GDSC001790016300.txt,Newark,location,9
GDSC001790016300.txt,Washington,location,16
GDSC001790016300.txt,New York City,location,50
GDSC001790016300.txt,United States of America,location,110
GDSC001790016300.txt,Vietnam,location,80
GDSC001790016300.txt,Saigon,location,6
GDSC001790016300.txt,California,location,6
GDSC001790016300.txt,Detroit,location,10
GDSC001790016300.txt,Africa,location,12
GDSC001790016300.txt,Chicago,location,11
GDSC001790016300.txt,Virginia,location,6
GDSC001790016300.txt,South,location,16
GDSC001790016300.txt,Washington D.C.,location,7
GDSC001790016300.txt,Brown,person,19
GDSC001790016300.txt,Malcolm X,person,7
GDSC001790016300.txt,Johnson,person,6
GDSC001790016300.txt,H. Rap Brown,person,13
GDSC001790016300.txt,Stokely Carmichael,person,6
GDSC001790062200.txt,Cooperative Training Facility,organization,6
GDSC001790053400.txt,United States of America,organization,7
GDSC001790053400.txt,Commission,organization,9
GDSC001790053400.txt,Department of Financial Management,organization,10
GDSC001790053400.txt,Delta Ministry,organization,16
GDSC001790053400.txt,Mississippi,location,13
GDSC001790053400.txt,New York City,location,9
GDSC001790053400.txt,Greenville,location,11
GDSC001790053400.txt,Mount Beulah,location,8
GDSC001790053400.txt,Owen Brooks,person,15
GDSC001790043300.txt,Mississippi,location,33
GDSC001790043300.txt,New York City,location,10
GDSC001790043300.txt,Thia,person,7
GDSC001790043300.txt,Joseph Harris,person,7
GDSC001790015900.txt,National Mobilization Committee,organization,15
GDSC001790015900.txt,United States of America,organization,6
GDSC001790015900.txt,Army,organization,46
GDSC001790015900.txt,NLF,organization,32
GDSC001790015900.txt,New York City Times,organization,9
GDSC001790015900.txt,Student Mobilization Committee,organization,14
GDSC001790015900.txt,Gls United,organization,11
GDSC001790015900.txt,Paris,location,16
GDSC001790015900.txt,Illinois,location,9
GDSC001790015900.txt,Texas,location,9
GDSC001790015900.txt,South Vietnam,location,7
GDSC001790015900.txt,Columbia,location,11
GDSC001790015900.txt,Atlanta,location,19
GDSC001790015900.txt,New York City City,location,11
GDSC001790015900.txt,San Fransisco,location,7
GDSC001790015900.txt,Broadway,location,17
GDSC001790015900.txt,Seattle,location,21
GDSC001790015900.txt,Washington,location,40
GDSC001790015900.txt,San Francisco,location,14
GDSC001790015900.txt,New York City,location,92
GDSC001790015900.txt,United States of America,location,86
GDSC001790015900.txt,Los Angeles,location,16
GDSC001790015900.txt,Vietnam,location,127
GDSC001790015900.txt,California,location,12
GDSC001790015900.txt,Georgia,location,7
GDSC001790015900.txt,Detroit,location,6
GDSC001790015900.txt,Austin,location,14
GDSC001790015900.txt,Fort Jackson,location,7
GDSC001790015900.txt,Cleveland,location,15
GDSC001790015900.txt,Saigon,location,19
GDSC001790015900.txt,Chicago,location,104
GDSC001790015900.txt,Philadelphia,location,7
GDSC001790015900.txt,South Carolina,location,17
GDSC001790015900.txt,Wilmington,location,8
GDSC001790015900.txt,South,location,10
GDSC001790015900.txt,Washington D.C.,location,11
GDSC001790015900.txt,Beekman Street,location,8
GDSC001790015900.txt,Presidio,location,6
GDSC001790015900.txt,Des Moines,location,7
GDSC001790015900.txt,Jackson,person,22
GDSC001790015900.txt,Rennie Davis,person,9
GDSC001790015900.txt,Nixon,person,16
GDSC001790015900.txt,Howard Petrick,person,8
GDSC001790015900.txt,Miller,person,6
GDSC001790043200.txt,Mississippi Freedom Democratic Party P.,organization,12
GDSC001790043200.txt,Mississippi,location,28
GDSC001790043200.txt,New York City,location,18
GDSC001790034200.txt,Mississippi,location,9
GDSC001790059200.txt,Mississippi,location,7
GDSC001790059200.txt,Freedom City,location,12
GDSC001790059200.txt,Sally,person,7
GDSC001790059200.txt,Ruben Lawrence,person,6
GDSC001790013900.txt,Freedom Farms,organization,6
GDSC001790013900.txt,Freedom Farm Corporation,organization,48
GDSC001790013900.txt,Mississippi,location,16
GDSC001790013900.txt,New York City,location,6
GDSC001790013900.txt,Wisconsin,location,6
GDSC001790013900.txt,Washington,location,9
GDSC001790013900.txt,Fannie Lou Hamer,person,17
GDSC001790010700.txt,Moorhead,location,11
GDSC001790010700.txt,Davis,person,6
GDSC001790049500.txt,Fannie Lou Hamer Living Memorial Charitable Trust Fund,organization,83
GDSC001790049500.txt,California,location,6
GDSC001790049500.txt,John Ingram,person,30
GDSC001790049500.txt,Fannie Lou Hamer,person,102
GDSC001790049500.txt,Perry Hamer,person,29
GDSC001790016900.txt,New Communities,organization,17
GDSC001790016900.txt,Incorporated,organization,20
GDSC001790016900.txt,CWashington D.C.,organization,8
GDSC001790016900.txt,McClaughry Associates,organization,19
GDSC001790016900.txt,Featherfield Farm,organization,6
GDSC001790016900.txt,OEO,organization,15
GDSC001790061500.txt,Texas,location,11
GDSC001790061500.txt,New York City,location,8
GDSC001790061500.txt,United States of America,location,13
GDSC001790061500.txt,Vietnam,location,12
GDSC001790061500.txt,Herbert Aptheker,person,7
GDSC001790047100.txt,Mississippi Library Association,organization,6
GDSC001790047100.txt,Baptist Professional Affiliation,organization,6
GDSC001790047100.txt,Mississippi Valley State College,organization,8
GDSC001790047100.txt,Mississippi,location,36
GDSC001790047100.txt,United States of America,location,8
GDSC001790047100.txt,Tennessee,location,8
GDSC001790047100.txt,California,location,6
GDSC001790047100.txt,Atlanta,location,56
GDSC001790047100.txt,Georgia,location,59
GDSC001790047100.txt,Alabama,location,10
GDSC001790047100.txt,Washington D.C.,location,13
GDSC001790047100.txt,Washington,location,14
GDSC001790047100.txt,Ruleville,location,6
GDSC001790047100.txt,Fannie Lou Hamer,person,24
GDSC001790047100.txt,Martin Luther King,person,26
GDSC001790047100.txt,John Lewis,person,9
GDSC001790052600.txt,Delta Ministry,organization,15
GDSC001790052600.txt,Mississippi,location,24
GDSC001790052600.txt,Greenville,location,13
GDSC001790052600.txt,New York City,location,8
GDSC001790052600.txt,Joseph Harris,person,9
GDSC001790052600.txt,Harry Bowie,person,6
GDSC001790040200.txt,Mississippi,location,24
GDSC001790040200.txt,New York City,location,13
GDSC001790040200.txt,United States of America,location,14
GDSC001790040200.txt,Memphis,location,6
GDSC001790040200.txt,Kansas City,location,9
GDSC001790040200.txt,Harris,person,6
GDSC001790040200.txt,Joseph Harris,person,10
GDSC001790040200.txt,Fannie Lou Hamer,person,45
GDSC001790026900.txt,Freedom Farm Corporation,organization,33
GDSC001790026900.txt,op,organization,6
GDSC001790026900.txt,Mississippi,location,26
GDSC001790026900.txt,Sunflower County,location,8
GDSC001790026900.txt,Ruleville,location,17
GDSC001790026900.txt,Fannie Lou Hamer,person,41
GDSC001790026900.txt,Joseph Harris,person,11
GDSC001790024300.txt,Board of Directors,organization,6
GDSC001790061900.txt,ACLU,organization,15
GDSC001790061900.txt,Congress,organization,13
GDSC001790061900.txt,Little League,organization,9
GDSC001790061900.txt,New York City,location,23
GDSC001790061900.txt,United States of America,location,8
