document,name,type,count
GDSC001790062100.txt,Senior Citizens Club,organization,1
GDSC001790062100.txt,Kindergarten Parent Club,organization,1
GDSC001790062100.txt,Service Stations,organization,1
GDSC001790062100.txt,Youth Corporation,organization,3
GDSC001790062100.txt,Urban League,organization,3
GDSC001790062100.txt,National Federation of Settlements and Neighborhood Centers ,organization,1
GDSC001790062100.txt,Black Power Movement,organization,1
GDSC001790062100.txt,Jackson Public Schools,organization,1
GDSC001790062100.txt,Seat of County Government,organization,1
GDSC001790062100.txt,Seat of Mississippi State Government,organization,1
GDSC001790062100.txt,Galloway Memorial Methodist Church and Central Methodist Church,organization,1
GDSC001790062100.txt,Bloom,organization,1
GDSC001790062100.txt,National Federation of Settlements and Neighborhood Centers,organization,4
GDSC001790062100.txt,New Direction Charts Course For National,organization,1
GDSC001790062100.txt,Bethlehem Center,organization,4
GDSC001790062100.txt,Cleaners,organization,1
GDSC001790062100.txt,Mississippi Project National Federation of Settlements and Neighborhood Centers,organization,1
GDSC001790062100.txt,Interstate Highway System,organization,1
GDSC001790062100.txt,Lyle,organization,1
GDSC001790062100.txt,Community Organization Department,organization,1
GDSC001790062100.txt,National Urban League,organization,2
GDSC001790062100.txt,Jackson Zoning Department,organization,1
GDSC001790062100.txt,Incorporated,organization,1
GDSC001790062100.txt,Arthur Clementin Community Organiser Bethlehem,organization,1
GDSC001790062100.txt,Black Ghetto,organization,1
GDSC001790062100.txt,U.S. Printing Office,organization,2
GDSC001790062100.txt,N. Congress St.,organization,1
GDSC001790062100.txt,Sewage,organization,1
GDSC001790062100.txt,Community Centers,organization,1
GDSC001790062100.txt,Social Security,organization,1
GDSC001790062100.txt,Service Centers,organization,1
GDSC001790062100.txt,Hinds County Health,organization,1
GDSC001790062100.txt,Belhaven St.,organization,1
GDSC001790062100.txt,natal Care,organization,1
GDSC001790062100.txt,Vintage Books,organization,2
GDSC001790062100.txt,United States Commission on Civil Rights,organization,2
GDSC001790062100.txt,Interstate Printers and Publishers,organization,1
GDSC001790062100.txt,United Methodist Church,organization,1
GDSC001790062100.txt,Interstate Highways Nos.,organization,1
GDSC001790062100.txt,HISTORY Bethlehem Center,organization,1
GDSC001790062100.txt,Rural America,organization,1
GDSC001790062100.txt,Mississippi,location,2
GDSC001790062100.txt,Winchester,location,1
GDSC001790062100.txt,Arlington,location,1
GDSC001790062100.txt,City Hall,location,1
GDSC001790062100.txt,Dalton St.,location,1
GDSC001790062100.txt,Central Business District,location,2
GDSC001790062100.txt,Illinois,location,1
GDSC001790062100.txt,Governor Mansion,location,1
GDSC001790062100.txt,Rondo St.,location,1
GDSC001790062100.txt,Danville,location,1
GDSC001790062100.txt,Sheila Drive,location,1
GDSC001790062100.txt,Colebrook Ave.,location,1
GDSC001790062100.txt,Blair St.,location,1
GDSC001790062100.txt,Blair Street,location,1
GDSC001790062100.txt,State Capitol,location,1
GDSC001790062100.txt,White Americano,location,1
GDSC001790062100.txt,Seneca Ave.,location,1
GDSC001790062100.txt,New York City,location,9
GDSC001790062100.txt,Lyncrest Ave.,location,1
GDSC001790062100.txt,United States of America,location,4
GDSC001790062100.txt,W. Pearl St.,location,1
GDSC001790062100.txt,Capitol Street,location,1
GDSC001790062100.txt,Theaodir Gray 2414 Eleanor Ave.,location,1
GDSC001790062100.txt,Sidway,location,1
GDSC001790062100.txt,Roosevelt Street,location,1
GDSC001790062100.txt,William Johnson Community Center,location,1
GDSC001790062100.txt,Bethlehem Center,location,8
GDSC001790062100.txt,Jackson City,location,1
GDSC001790062100.txt,Dalton Street,location,1
GDSC001790062100.txt,Farish Street,location,1
GDSC001790062100.txt,Mississippi St.,location,1
GDSC001790062100.txt,South,location,2
GDSC001790062100.txt,Washington D.C.,location,1
GDSC001790062100.txt,Hampton,location,1
GDSC001790062100.txt,Watson St.,location,1
GDSC001790062100.txt,Misourri,location,1
GDSC001790062100.txt,Farish Street Area,location,1
GDSC001790062100.txt,Washington,location,2
GDSC001790062100.txt,Street,location,1
GDSC001790062100.txt,Bethlehem,location,1
GDSC001790062100.txt,Kenya,location,1
GDSC001790062100.txt,Idaho St.,location,1
GDSC001790062100.txt,Lamar Street,location,1
GDSC001790062100.txt,Crane Blvd.,location,1
GDSC001790062100.txt,Interstate Highway,location,1
GDSC001790062100.txt,Jackson,person,1
GDSC001790062100.txt,Lucille Penquite,person,1
GDSC001790062100.txt,Mary Ann Veal,person,1
GDSC001790062100.txt,Wendell Taylor,person,1
GDSC001790062100.txt,R. E. Jordan,person,1
GDSC001790062100.txt,Kenyatla,person,1
GDSC001790062100.txt,Jules,person,1
GDSC001790062100.txt,Alfred Rhodes,person,1
GDSC001790062100.txt,Jack Shaford,person,1
GDSC001790062100.txt,Henry C. Clay,person,1
GDSC001790062100.txt,Sandra Faye Anthony,person,1
GDSC001790062100.txt,Gwendelyn Hampton,person,1
GDSC001790062100.txt,Charles Hamilton,person,2
GDSC001790062100.txt,C. C. Clark,person,1
GDSC001790062100.txt,H. M. Thompson,person,1
GDSC001790062100.txt,Lillian Rhodes,person,1
GDSC001790062100.txt,Lyle E.,person,1
GDSC001790062100.txt,Alfred H. Rhodes,person,2
GDSC001790062100.txt,Lamar,person,1
GDSC001790062100.txt,Harrison Clayborne,person,1
GDSC001790062100.txt,F. O. Woodard,person,1
GDSC001790062100.txt,Lamar Court,person,1
GDSC001790062100.txt,Blair,person,1
GDSC001790062100.txt,Reddoch,person,1
GDSC001790062100.txt,Andrew P. Torrence,person,1
GDSC001790062100.txt,Rosa Robinson,person,1
GDSC001790062100.txt,Anthony,person,1
GDSC001790062100.txt,Barbara Hardy,person,1
GDSC001790062100.txt,N. Blair,person,1
GDSC001790062100.txt,Bob Travis P. O. Box,person,1
GDSC001790062100.txt,Jesse Montgomery,person,1
GDSC001790062100.txt,Lamar Lane,person,1
GDSC001790062100.txt,Carmichael,person,1
GDSC001790062100.txt,N. Farish St.,person,2
GDSC001790062100.txt,Jim Hendrick,person,1
GDSC001790062100.txt,C. Giles,person,1
GDSC001790062100.txt,Julian Bond,person,1
GDSC001790062100.txt,Eva Harvey,person,1
GDSC001790062100.txt,Odessa Patton,person,1
GDSC001790062100.txt,Hickman Johnson,person,1
GDSC001790062100.txt,Bober Kates,person,1
GDSC001790062100.txt,Michael,person,1
GDSC001790062100.txt,Blair St. Jackson,person,1
GDSC001790062100.txt,Tracy Currie,person,1
GDSC001790062100.txt,Kal Stauss,person,1
GDSC001790062100.txt,Warren G. Hamby,person,1
GDSC001790062100.txt,C. J. Conly,person,1
GDSC001790062100.txt,Clayhorn,person,1
GDSC001790062100.txt,R. L. Ezelle,person,1
GDSC001790062100.txt,Joseph Marie S.,person,1
GDSC001790062100.txt,E. W. Aiton,person,1
GDSC001790062100.txt,Welton Lipscomb,person,1
GDSC001790062100.txt,Arthur Clemons,person,1
GDSC001790062100.txt,Schaller,person,2
GDSC001790062100.txt,Hardy,person,1
GDSC001790062100.txt,Archer,person,1
GDSC001790062100.txt,William Johnson,person,1
GDSC001790062100.txt,Stokely,person,1
GDSC001790062100.txt,Stokley Carmichael,person,1
GDSC001790062100.txt,Burton,person,1
GDSC001790062100.txt,Luther J. Marshall,person,1
GDSC001790062100.txt,Kreitlow,person,1
GDSC001790062100.txt,Francis B. Stevens,person,1
GDSC001790062100.txt,Francis Nolan,person,1
GDSC001790019400.txt,The Supreme Court,organization,2
GDSC001790019400.txt,CRS,organization,1
GDSC001790019400.txt,Court,organization,1
GDSC001790019400.txt,Criminal Division,organization,1
GDSC001790019400.txt,Army,organization,1
GDSC001790019400.txt,Community Relations Service,organization,1
GDSC001790019400.txt,Hudson Narrow Fabric Mill,organization,1
GDSC001790019400.txt,U. S.,organization,2
GDSC001790019400.txt,Department,organization,5
GDSC001790019400.txt,Federal Bureau of Investigation,organization,5
GDSC001790019400.txt,Naturalization Service,organization,1
GDSC001790019400.txt,Chew Restaurant,organization,1
GDSC001790019400.txt,Racketeering Section,organization,1
GDSC001790019400.txt,National Crime Information Center,organization,1
GDSC001790019400.txt,Southern Weaving Company,organization,1
GDSC001790019400.txt,La Cosa Nostra,organization,1
GDSC001790019400.txt,Natural Resources Division,organization,1
GDSC001790019400.txt,Federal Prison Industries,organization,1
GDSC001790019400.txt,Customs Bureau,organization,1
GDSC001790019400.txt,Cosa Nostra,organization,1
GDSC001790019400.txt,Department of Justice,organization,5
GDSC001790019400.txt,Crime Control,organization,1
GDSC001790019400.txt,Equal Employment Opportunity,organization,1
GDSC001790019400.txt,National Auto Theft Campaign,organization,1
GDSC001790019400.txt,Organized Crime and Racketeering Section,organization,1
GDSC001790019400.txt,Fifth Circuit Court of Appeals,organization,1
GDSC001790019400.txt,District Court,organization,2
GDSC001790019400.txt,Incorporated,organization,1
GDSC001790019400.txt,FBI National Academy,organization,1
GDSC001790019400.txt,Civil Rights Division,organization,2
GDSC001790019400.txt,Antitrust Division,organization,1
GDSC001790019400.txt,Air Force,organization,1
GDSC001790019400.txt,Border Patrol,organization,1
GDSC001790019400.txt,Equal Employment Opportunity Commission,organization,1
GDSC001790019400.txt,US Treasury,organization,1
GDSC001790019400.txt,Immigration and Naturalization Service,organization,1
GDSC001790019400.txt,Canada,location,1
GDSC001790019400.txt,Europe,location,1
GDSC001790019400.txt,Mississippi,location,1
GDSC001790019400.txt,Columbia,location,1
GDSC001790019400.txt,Houston,location,1
GDSC001790019400.txt,Washington,location,1
GDSC001790019400.txt,Assistant United States,location,1
GDSC001790019400.txt,United States of America,location,9
GDSC001790019400.txt,Greenville,location,3
GDSC001790019400.txt,Asia,location,1
GDSC001790019400.txt,Easley,location,1
GDSC001790019400.txt,South America,location,1
GDSC001790019400.txt,District of Columbia,location,1
GDSC001790019400.txt,South Carolina,location,8
GDSC001790019400.txt,North,location,1
GDSC001790019400.txt,Atlanta,location,1
GDSC001790019400.txt,Oakland,location,1
GDSC001790019400.txt,Michigan,location,1
GDSC001790019400.txt,Soviet Union,location,1
GDSC001790019400.txt,Clark,person,5
GDSC001790019400.txt,Lyman,person,2
GDSC001790019400.txt,J. Edgar Hoover,person,1
GDSC001790019400.txt,Jr.,person,1
GDSC001790019400.txt,Anderson,person,1
GDSC001790019400.txt,Fred M. Vinson,person,1
GDSC001790019400.txt,Ramsey Clark,person,2
GDSC001790019400.txt,Turbeville,person,1
GDSC001790039100.txt,Public Service Commission,organization,1
GDSC001790039100.txt,New World Foundation,organization,2
GDSC001790039100.txt,Mississippi,organization,1
GDSC001790039100.txt,Mississippi Council,organization,2
GDSC001790039100.txt,Southern Coalition,organization,1
GDSC001790039100.txt,Annual Meeting Committee,organization,1
GDSC001790039100.txt,College Board,organization,1
GDSC001790039100.txt,Yale,organization,1
GDSC001790039100.txt,Mississippi Mental Health Project,organization,1
GDSC001790039100.txt,Mew York Foundation,organization,1
GDSC001790039100.txt,Shriver for President Committee,organization,1
GDSC001790039100.txt,State,organization,2
GDSC001790039100.txt,Kentucky Fried Chie,organization,1
GDSC001790039100.txt,AGEE,organization,1
GDSC001790039100.txt,Human Relations Council,organization,1
GDSC001790039100.txt,Annuel Meeting,organization,1
GDSC001790039100.txt,PEER Committee,organization,1
GDSC001790039100.txt,baseball association,organization,1
GDSC001790039100.txt,Kentucky Fried Chicken.enjoys,organization,1
GDSC001790039100.txt,Foundation,organization,1
GDSC001790039100.txt,Jackson Independent Youth Baseball Association,organization,3
GDSC001790039100.txt,I Executive Committee Mississippi Council of Human Relations Jackson,organization,1
GDSC001790039100.txt,Tougaloo College,organization,3
GDSC001790039100.txt,fen,organization,1
GDSC001790039100.txt,Unifirst Federal,organization,2
GDSC001790039100.txt,Freedom Farm Cooperative,organization,1
GDSC001790039100.txt,Mississippi Hunger Coalition,organization,1
GDSC001790039100.txt,White Citizens Council School Foundation The Servian Club,organization,1
GDSC001790039100.txt,Civil Rights Division,organization,1
GDSC001790039100.txt,Choctaw Legal Defense Association,organization,1
GDSC001790039100.txt,Tombigbee Council,organization,1
GDSC001790039100.txt,MCHR Executive Committee TOUGALOO,organization,1
GDSC001790039100.txt,NABtM Board of Directors Mississippi Council,organization,1
GDSC001790039100.txt,Kentucky Fried Chicken,organization,11
GDSC001790039100.txt,Savings,organization,2
GDSC001790039100.txt,SPWashington D.C.,organization,1
GDSC001790039100.txt,HARPSTER,organization,1
GDSC001790039100.txt,Holiday Inn Medical Center,organization,1
GDSC001790039100.txt,Center for Equalization of Municipal Servioes,organization,1
GDSC001790039100.txt,Department of Justice,organization,1
GDSC001790039100.txt,Presbyterian Church,organization,1
GDSC001790039100.txt,Executive Committee,organization,4
GDSC001790039100.txt,Tihite Citizens Council School Foundation,organization,1
GDSC001790039100.txt,Coalition,organization,4
GDSC001790039100.txt,Mississippi Democratic Executive Committee,organization,2
GDSC001790039100.txt,Mississippi Council on Human Relations,organization,1
GDSC001790039100.txt,I Board,organization,1
GDSC001790039100.txt,Hueblein Inc.,organization,1
GDSC001790039100.txt,Civil Rights Division of the Justice Department,organization,1
GDSC001790039100.txt,Incorporated,organization,5
GDSC001790039100.txt,Field Foundation,organization,1
GDSC001790039100.txt,Mississippi Freedom Democratic Party,organization,1
GDSC001790039100.txt,Jackson State,organization,1
GDSC001790039100.txt,Frcm Junelle Organics Newsletter,organization,1
GDSC001790039100.txt,Legal Services Corporation,organization,1
GDSC001790039100.txt,Kentucky Pried Chicken,organization,2
GDSC001790039100.txt,Executive Committee of Mississippi Council,organization,1
GDSC001790039100.txt,Equalization of Municipal Servioes,organization,1
GDSC001790039100.txt,Enclosures Mississippi Council,organization,1
GDSC001790039100.txt,Political Science Club,organization,2
GDSC001790039100.txt,CLDA,organization,1
GDSC001790039100.txt,Little League,organization,4
GDSC001790039100.txt,Attorney General,organization,1
GDSC001790039100.txt,Campaign for Human Development,organization,1
GDSC001790039100.txt,Student Government Association,organization,2
GDSC001790039100.txt,National Democratic Party,organization,1
GDSC001790039100.txt,Equal Employment Opportunity Commission,organization,1
GDSC001790039100.txt,s Office,organization,1
GDSC001790039100.txt,CBS,organization,1
GDSC001790039100.txt,Jackson Kentucky Fried Chicken,organization,1
GDSC001790039100.txt,Vita C,organization,1
GDSC001790039100.txt,Servian Club,organization,5
GDSC001790039100.txt,Manager Equal Employment Opportunity Kentucky Fried Chicken P.,organization,1
GDSC001790039100.txt,Council,organization,4
GDSC001790039100.txt,Democratic Party,organization,2
GDSC001790039100.txt,Southern Prisoners Defense Committee,organization,1
GDSC001790039100.txt,MCHR,organization,6
GDSC001790039100.txt,Classification Commission,organization,1
GDSC001790039100.txt,First Congressional District Caucus,organization,1
GDSC001790039100.txt,New York City Foundation,organization,1
GDSC001790039100.txt,Mississippi,location,32
GDSC001790039100.txt,Hinds County,location,1
GDSC001790039100.txt,MADISON WISCONSIN,location,1
GDSC001790039100.txt,United States of America,location,1
GDSC001790039100.txt,New World,location,1
GDSC001790039100.txt,Mound Bayou,location,1
GDSC001790039100.txt,Louisville,location,1
GDSC001790039100.txt,Vicksburg,location,1
GDSC001790039100.txt,Jackson,location,3
GDSC001790039100.txt,Tougaloo,location,2
GDSC001790039100.txt,Wisconsin,location,1
GDSC001790039100.txt,New York City,location,1
GDSC001790039100.txt,Herbert Hospital,location,1
GDSC001790039100.txt,Nashville,location,2
GDSC001790039100.txt,James St. Ruleville,location,1
GDSC001790039100.txt,S.E. Washington,location,1
GDSC001790039100.txt,Connecticut,location,1
GDSC001790039100.txt,Oxford,location,2
GDSC001790039100.txt,Memphis,location,1
GDSC001790039100.txt,North State Street,location,1
GDSC001790039100.txt,W. Capitol Street Jackson,location,1
GDSC001790039100.txt,Kentucky,location,2
GDSC001790039100.txt,Mound,location,1
GDSC001790039100.txt,W. Capitol St. Jackson,location,1
GDSC001790039100.txt,Madison,location,4
GDSC001790039100.txt,Washington,location,3
GDSC001790039100.txt,Tennessee,location,2
GDSC001790039100.txt,New Park Ave. Hartford,location,1
GDSC001790039100.txt,Mississip,location,1
GDSC001790039100.txt,Indianola,location,1
GDSC001790039100.txt,Ruleville,location,1
GDSC001790039100.txt,Pat H. Scanlon Young,person,1
GDSC001790039100.txt,Shriver,person,2
GDSC001790039100.txt,Jackson,person,14
GDSC001790039100.txt,Winifred Green,person,1
GDSC001790039100.txt,SHANKMAN,person,1
GDSC001790039100.txt,II Pyles,person,1
GDSC001790039100.txt,Walter J. Simon,person,1
GDSC001790039100.txt,Michael Raff Hueblein,person,1
GDSC001790039100.txt,Hannon,person,3
GDSC001790039100.txt,DANNY E. CUNT JOHN L MAXBY,person,1
GDSC001790039100.txt,Thomas J. Money,person,1
GDSC001790039100.txt,Colton M. Smith,person,1
GDSC001790039100.txt,Debra Jackson,person,1
GDSC001790039100.txt,David Stephens thatMNichael Raff,person,1
GDSC001790039100.txt,Black,person,1
GDSC001790039100.txt,Scanlon,person,3
GDSC001790039100.txt,Penny Hutcherson,person,1
GDSC001790039100.txt,Betty Pearson,person,1
GDSC001790039100.txt,Michael Raff,person,8
GDSC001790039100.txt,David Rice Colton M. Smith,person,1
GDSC001790039100.txt,Cupit,person,1
GDSC001790039100.txt,Lampkin,person,1
GDSC001790039100.txt,Jean Sweet,person,1
GDSC001790039100.txt,Larry Miller,person,1
GDSC001790039100.txt,Lomax B. Lamb,person,1
GDSC001790039100.txt,Alvenia Hull,person,2
GDSC001790039100.txt,Duncan Gray,person,1
GDSC001790039100.txt,Pat H. Scanlon,person,1
GDSC001790039100.txt,Robert E. Thomas,person,1
GDSC001790039100.txt,Don Fortenberry,person,1
GDSC001790039100.txt,Q,person,1
GDSC001790039100.txt,Andy Carr,person,1
GDSC001790039100.txt,Fannie Lou Hamer,person,25
GDSC001790039100.txt,Helen,person,1
GDSC001790039100.txt,Jane Schutt,person,1
GDSC001790039100.txt,Helen Humes,person,1
GDSC001790039100.txt,Charles Gailes,person,1
GDSC001790039100.txt,David E. Stephens J. C. Fairley Judy Kellogg Aurelia,person,1
GDSC001790039100.txt,Simmie Johnson,person,1
GDSC001790039100.txt,Vita Lea,person,3
GDSC001790039100.txt,Thomases,person,1
GDSC001790039100.txt,Raff,person,4
GDSC001790039100.txt,Young,person,1
GDSC001790039100.txt,Willie Griffin,person,1
GDSC001790039100.txt,Aaron Henry,person,2
GDSC001790039100.txt,Henry Clay,person,2
GDSC001790039100.txt,Michael,person,6
GDSC001790039100.txt,Ify,person,1
GDSC001790039100.txt,Nancy Stevens,person,1
GDSC001790039100.txt,James Street Ruleville,person,1
GDSC001790039100.txt,Patricia Derian,person,1
GDSC001790039100.txt,Jr.,person,1
GDSC001790039100.txt,Aaron Shirley,person,1
GDSC001790039100.txt,Matthew Page,person,1
GDSC001790039100.txt,Danny Cupit,person,5
GDSC001790039100.txt,Tony Dunbar,person,1
GDSC001790039100.txt,Aurelia Young,person,4
GDSC001790039100.txt,Tom Money,person,1
GDSC001790039100.txt,Jean,person,2
GDSC001790039100.txt,Jake Ayers,person,1
GDSC001790039100.txt,Sarge Shriver,person,1
GDSC001790039100.txt,RICKEY,person,1
GDSC001790039100.txt,Bannon,person,1
GDSC001790039100.txt,Danny E.,person,1
GDSC001790039100.txt,Sarge,person,5
GDSC001790039100.txt,Carolyn Parker,person,2
GDSC001790039100.txt,Delores Campbell,person,1
GDSC001790039100.txt,Lucy Money,person,1
GDSC001790039100.txt,J. C. Fairley,person,1
GDSC001790039100.txt,Conway,person,1
GDSC001790039100.txt,sa,person,1
GDSC001790039100.txt,Paul R. Soglin,person,2
GDSC001790039100.txt,Danny Cupit Carolyn Parker Jane Schutt Henry C. Clay,person,1
GDSC001790039100.txt,BLANCHARD,person,1
GDSC001790039100.txt,Youra,person,1
GDSC001790039100.txt,Kay Mills,person,20
GDSC001790039100.txt,G. T. PeenStra,person,1
GDSC001790039100.txt,Judy Kellogg,person,1
GDSC001790039100.txt,Vita C,person,1
GDSC001790039100.txt,W. Woodrow Wilson,person,1
GDSC001790039100.txt,Hull,person,2
GDSC001790039100.txt,Zt,person,1
GDSC001790039100.txt,Thelma Mead,person,1
GDSC001790039100.txt,Young Lee Napier Larry Miller Penny Hutcherson Delores B. Campbell,person,1
GDSC001790039100.txt,Shirley Pike,person,1
GDSC001790023200.txt,Summerville Church,organization,1
GDSC001790023200.txt,Sunflower,organization,1
GDSC001790023200.txt,National Committee for Free Election,organization,2
GDSC001790023200.txt,Mississippians United Steering Committee,organization,1
GDSC001790023200.txt,sippiens United to Elect Negro Candidates,organization,1
GDSC001790023200.txt,State,organization,1
GDSC001790023200.txt,Freedom Democratic,organization,1
GDSC001790023200.txt,Mississippians United to Elect Negro Candidates,organization,6
GDSC001790023200.txt,County FDP,organization,1
GDSC001790023200.txt,Steering Committee,organization,2
GDSC001790023200.txt,Delta Ministry,organization,3
GDSC001790023200.txt,Ridley Hill Baptist Church,organization,1
GDSC001790023200.txt,Elect Negro Candidates P.,organization,3
GDSC001790023200.txt,Executive Committee of the Mississippi Freedom Democratic Party,organization,1
GDSC001790023200.txt,Mississippians United,organization,6
GDSC001790023200.txt,Mississippi Freedom Democratic,organization,1
GDSC001790023200.txt,Executive Committee Mississippi Freedom Democratic Party,organization,1
GDSC001790023200.txt,Madison,location,2
