doc,entity,type,count
GDSC001790060100.txt,Benjamin Franklin Hotel,organization,1
GDSC001790060100.txt,Treasurer Paul Brand Executive Committee,organization,1
GDSC001790060100.txt,Penalty Interest Total,organization,1
GDSC001790060100.txt,First Women,organization,1
GDSC001790060100.txt,Bolton,organization,1
GDSC001790060100.txt,Holmes,organization,1
GDSC001790060100.txt,MeMicbael,organization,1
GDSC001790060100.txt,Bell,organization,1
GDSC001790060100.txt,Black Law Journal,organization,1
GDSC001790060100.txt,Nominating Committee,organization,2
GDSC001790060100.txt,Senate,organization,1
GDSC001790060100.txt,Florida Host Committee,organization,2
GDSC001790060100.txt,Chapel Hill,organization,1
GDSC001790060100.txt,Compliance Review Commission,organization,1
GDSC001790060100.txt,Mt. Olive Baptist Church,organization,1
GDSC001790060100.txt,Corporation for Public BroaWashington D.C.asting,organization,1
GDSC001790060100.txt,Men for Women Committee,organization,1
GDSC001790060100.txt,Pap,organization,1
GDSC001790060100.txt,Mississippi Council,organization,2
GDSC001790060100.txt,Court,organization,1
GDSC001790060100.txt,Dade County Commission,organization,1
GDSC001790060100.txt,Six Brothers,organization,1
GDSC001790060100.txt,Bank,organization,1
GDSC001790060100.txt,Washington Post,organization,1
GDSC001790060100.txt,Jihly,organization,1
GDSC001790060100.txt,House of Representatives,organization,1
GDSC001790060100.txt,NWPC,organization,7
GDSC001790060100.txt,Educational Fund,organization,1
GDSC001790060100.txt,Citizens For Progress Honoree,organization,1
GDSC001790060100.txt,San Francisco District Court of Appeals,organization,1
GDSC001790060100.txt,Mississippi State Tax Commoission Five,organization,1
GDSC001790060100.txt,Mississippi Committee on the Humanities,organization,1
GDSC001790060100.txt,Audrey Colom,organization,1
GDSC001790060100.txt,National Alliance Against Racist,organization,1
GDSC001790060100.txt,PEOPLE Emory Douglas,organization,1
GDSC001790060100.txt,Mississippi Committee,organization,1
GDSC001790060100.txt,National Council of Negro Women,organization,1
GDSC001790060100.txt,Defense Committee,organization,1
GDSC001790060100.txt,NAACP,organization,2
GDSC001790060100.txt,National League of Cities Women,organization,1
GDSC001790060100.txt,Florida Host Committee Invite,organization,1
GDSC001790060100.txt,National Women,organization,3
GDSC001790060100.txt,Department of Corrections,organization,1
GDSC001790060100.txt,Political Action Committee,organization,1
GDSC001790060100.txt,Democratic Party,organization,1
GDSC001790060100.txt,Committee on Organization,organization,1
GDSC001790060100.txt,Miami Dade Junior College,organization,1
GDSC001790060100.txt,Justice Department,organization,1
GDSC001790060100.txt,Ministry of Information Black Panther Party Enclosures,organization,1
GDSC001790060100.txt,Monterey Superior Court,organization,1
GDSC001790060100.txt,Colom,organization,2
GDSC001790060100.txt,Steering Committee,organization,4
GDSC001790060100.txt,Soledad Brothers,organization,6
GDSC001790060100.txt,Chairman Democratic Motional Party Frank Parker,organization,1
GDSC001790060100.txt,Mississippi Admit Post Office Box 447 Sunflower,organization,1
GDSC001790060100.txt,Mississippi Delta,organization,1
GDSC001790060100.txt,City State Zip Signature,organization,1
GDSC001790060100.txt,Incorporated,organization,1
GDSC001790060100.txt,Mississippi Delta Council for Farm Workers Opportunities,organization,1
GDSC001790060100.txt,Personal Rapid Transit,organization,1
GDSC001790060100.txt,Counties Cooperating Agriculture State Of Mississippi Home Economics Indianola,organization,3
GDSC001790060100.txt,U. S. Department of Transportation,organization,1
GDSC001790060100.txt,ASCS,organization,3
GDSC001790060100.txt,National Conference,organization,1
GDSC001790060100.txt,Transportation Planning,organization,1
GDSC001790060100.txt,Fannie Lou Hamer 30th Anniversary Committee,organization,1
GDSC001790060100.txt,Fannie Lou,organization,1
GDSC001790060100.txt,Motor Vehicle Manufacturers Association W. Victor Rouse,organization,1
GDSC001790060100.txt,County Agent,organization,1
GDSC001790060100.txt,Area Horticulture Agent TOLLISON,organization,1
GDSC001790060100.txt,Massachusetts Department of Public Works Sources of Funding,organization,1
GDSC001790060100.txt,Doddsville Mfg. Co.,organization,1
GDSC001790060100.txt,Laurel Street Roxbury,organization,1
GDSC001790060100.txt,Union Bldg.,organization,1
GDSC001790060100.txt,Agricultural Stabilization and Conservation Service,organization,1
GDSC001790060100.txt,Bank of Ruleville,organization,2
GDSC001790060100.txt,Incorporated,organization,9
GDSC001790060100.txt,Research and Development,organization,2
GDSC001790060100.txt,Regional Transportation Authority,organization,2
GDSC001790060100.txt,Detroit Public Schools Region,organization,1
GDSC001790060100.txt,Florida Atlantic,organization,1
GDSC001790060100.txt,Council,organization,1
GDSC001790060100.txt,Agriculture,organization,1
GDSC001790060100.txt,NPR,organization,5
GDSC001790060100.txt,Metropolitan Toronto Transportation,organization,2
GDSC001790060100.txt,Metropolitan Washington Council of Governments Personal Rapid Transit,organization,1
GDSC001790060100.txt,D. C. Personal Rapid Transit Cities Without Cars Register NOW,organization,1
GDSC001790060100.txt,Force Field Analysis,organization,1
GDSC001790060100.txt,s Office,organization,1
GDSC001790060100.txt,Fannie Lou Hamer Foundation,organization,2
GDSC001790060100.txt,Municipality of Metropolitan Seattle Toronto,organization,1
GDSC001790060100.txt,RTA,organization,1
GDSC001790060100.txt,Cotton Programs,organization,1
GDSC001790060100.txt,Group Maintenance,organization,1
GDSC001790060100.txt,Clarksdale City Auditorium,organization,1
GDSC001790060100.txt,Rhode Island School of Design Richard Sober,organization,1
GDSC001790060100.txt,Public Litho Service Inc.,organization,1
GDSC001790060100.txt,Club of Rome Emma Rothschild,organization,1
GDSC001790060100.txt,Springhill Church,organization,1
GDSC001790060100.txt,ANNIVERSAY COMMITTEE,organization,1
GDSC001790060100.txt,Massachusetts Department of Public Works,organization,1
GDSC001790060100.txt,MEA Conference Center on St. Mary,organization,1
GDSC001790060100.txt,Freedom Farms Corporation,organization,1
GDSC001790060100.txt,Delta Housing Development Corporation,organization,2
GDSC001790060100.txt,Institute of Public Administration Concurrent,organization,1
GDSC001790060100.txt,Atlanta Seattle Toronto Denver Cities Without Cars,organization,1
GDSC001790060100.txt,Tuition for Program H. Developing New Perspectives,organization,1
GDSC001790060100.txt,NPR Associates,organization,2
GDSC001790060100.txt,Urban Research Corporation,organization,4
GDSC001790060100.txt,United States Department of Agriculture,organization,1
GDSC001790060100.txt,Agriculture Statistics Division Office of Agricultural Statistician P.,organization,1
GDSC001790060100.txt,Mississippi Project Girl Friends,organization,1
GDSC001790060100.txt,Anniversary Committee,organization,2
GDSC001790060100.txt,Department of Civil Engineering,organization,1
GDSC001790060100.txt,Metropolitan Council,organization,1
GDSC001790060100.txt,State University,organization,1
GDSC001790060100.txt,Wayne County Community College,organization,2
GDSC001790060100.txt,Director People Against Racism,organization,1
GDSC001790060100.txt,La Pointe Conference Center,organization,1
GDSC001790060100.txt,Freedom Farm Corporation,organization,8
GDSC001790060100.txt,Metropolitan Atlanta Regional Transit Authority,organization,2
GDSC001790060100.txt,Regional Transportation District Cities Without Cars,organization,1
GDSC001790060100.txt,Joseph Harris Committee,organization,1
GDSC001790060100.txt,Urban Mass Transportation Administration,organization,2
GDSC001790060100.txt,Chicago Dayton Washington,organization,1
GDSC001790060100.txt,Regional Transportation Authority Dayton,organization,1
GDSC001790060100.txt,Girl Friends,organization,1
GDSC001790060100.txt,Southern Regional Council,organization,1
GDSC001790060100.txt,Transportation Coordinating Committee,organization,1
GDSC001790060100.txt,Florida International University,organization,1
GDSC001790060100.txt,Agriculture State of Mississippi Home Economics Indianola,organization,1
GDSC001790060100.txt,Battle Creek,organization,1
GDSC001790060100.txt,Freedom Farm,organization,8
GDSC001790060100.txt,Director of Communications,organization,1
GDSC001790060100.txt,University of Minnesota Cities Without Cars,organization,1
GDSC001790060100.txt,Shrewbury Avenue Red Bank,organization,1
GDSC001790060100.txt,Massachusetts Institute of Technology,organization,1
GDSC001790060100.txt,Rhode Island School of Design,organization,2
GDSC001790060100.txt,Joint Center for Environmental and Urban Problems,organization,1
GDSC001790060100.txt,Freedom Farms,organization,1
GDSC001790060100.txt,Urban Systems Studies,organization,1
GDSC001790060100.txt,Agriculture Statistical Reporting Service,organization,1
GDSC001790060100.txt,Girl Friends Inc.,organization,1
GDSC001790060100.txt,Mississippi State University,organization,3
GDSC001790060100.txt,Morgantown Personal Rapid Transit,organization,1
GDSC001790060100.txt,Mississippi Delta Catfish Corporation,organization,1
GDSC001790060100.txt,Boston Transportation Planning Review,organization,1
GDSC001790060100.txt,Mass Transportation,organization,1
GDSC001790060100.txt,Ride,organization,1
GDSC001790060100.txt,Madison Measure for Measure,organization,2
GDSC001790060100.txt,Shewbory Avenue Red Bank,organization,1
GDSC001790060100.txt,Department of Agriculture,organization,2
GDSC001790060100.txt,Post Office Box 284 Madison,organization,1
GDSC001790060100.txt,University of West Virginia,organization,1
GDSC001790060100.txt,Metropolitan Regional Council,organization,1
GDSC001790060100.txt,s Lake,organization,1
GDSC001790060100.txt,W. V. Rouse Associates Immediately,organization,1
GDSC001790060100.txt,Hilton,organization,1
GDSC001790060100.txt,Office of Equal Opportunity Institute G. Administrative Skills,organization,1
GDSC001790060100.txt,Fairfield,organization,1
GDSC001790060100.txt,Fany Lou Heymer P.O.B.,organization,1
GDSC001790060100.txt,Mississippi Freedom Democratic Party P.,organization,1
GDSC001790060100.txt,Realand Turner,organization,1
GDSC001790060100.txt,Mississippi Freedom Democratic Party,organization,1
GDSC001790060100.txt,UNQUOWA,organization,1
GDSC001790060100.txt,Fannie Hammer Freedom Democratic Party P.,organization,1
GDSC001790060100.txt,E. W. Steptoe,organization,1
GDSC001790060100.txt,Episcopal Church to Mississippians United,organization,1
GDSC001790060100.txt,Delta Commission,organization,2
GDSC001790060100.txt,Executive Committee,organization,1
GDSC001790060100.txt,Cameron Street Cantojn,organization,1
GDSC001790060100.txt,Commission,organization,1
GDSC001790060100.txt,Delta,organization,1
GDSC001790060100.txt,SJ College of the Holy Cross,organization,1
GDSC001790060100.txt,MissiLsslppians United,organization,1
GDSC001790060100.txt,Waban,organization,1
GDSC001790060100.txt,Mississippians United,organization,10
GDSC001790060100.txt,Delta Ministry,organization,4
GDSC001790060100.txt,Leadership Institute Organization,organization,1
GDSC001790060100.txt,Diagnostic Radiology Meharry Medical College,organization,1
GDSC001790060100.txt,Post Gibson,organization,1
GDSC001790060100.txt,Washington Counties Leadership Institutes,organization,1
GDSC001790060100.txt,Dillon County,organization,1
GDSC001790060100.txt,Action Project,organization,1
GDSC001790060100.txt,Sumter,organization,1
GDSC001790060100.txt,South Krome Avenue Homestead,organization,1
GDSC001790060100.txt,Coordinating Committee,organization,1
GDSC001790060100.txt,Institute of Politics Loyola University Box,organization,1
GDSC001790060100.txt,Alabama Black Cultural Foundation,organization,1
GDSC001790060100.txt,Citizenship Education,organization,1
GDSC001790060100.txt,Valley Austin,organization,1
GDSC001790060100.txt,Carlos Puente Centro Aztlan,organization,1
GDSC001790060100.txt,Bessemer Voters League,organization,1
GDSC001790060100.txt,United Voter Education and Regis,organization,1
GDSC001790060100.txt,Barnetta Research,organization,1
GDSC001790060100.txt,Citizens Association,organization,1
GDSC001790060100.txt,Petersburg Municipal Elections New,organization,1
GDSC001790060100.txt,Lynn Circle,organization,1
GDSC001790060100.txt,Atlanta Life Insurance Company,organization,1
GDSC001790060100.txt,Cuidanos Unidos,organization,1
GDSC001790060100.txt,General Assembly,organization,1
GDSC001790060100.txt,August,organization,1
GDSC001790060100.txt,Bessemer,organization,1
GDSC001790060100.txt,May,organization,1
GDSC001790060100.txt,NAACP,organization,2
GDSC001790060100.txt,J. Stanley Research,organization,1
GDSC001790060100.txt,Dillon Co.,organization,1
GDSC001790060100.txt,Parrish Street Durham,organization,1
GDSC001790060100.txt,Whitham Apartment,organization,1
GDSC001790060100.txt,Legal Evaluation,organization,1
GDSC001790060100.txt,STATE North Carolina AREA,organization,1
GDSC001790060100.txt,Mants,organization,1
GDSC001790060100.txt,Nonsemond Blacks,organization,1
GDSC001790060100.txt,Republican,organization,1
GDSC001790060100.txt,Voter Education and Registration Campaign,organization,2
GDSC001790060100.txt,Barbourville Drive Tallahassee,organization,1
GDSC001790060100.txt,League,organization,2
GDSC001790060100.txt,Runnymede Boulevard Sumter,organization,1
GDSC001790060100.txt,Investl,organization,1
GDSC001790060100.txt,East Edgerton Street Dunn,organization,1
GDSC001790060100.txt,Technical Assistance Accounting Services to Eddie Cartham Three,organization,1
GDSC001790060100.txt,Executive Committee,organization,2
GDSC001790060100.txt,Tuscaloosa Counties,organization,1
GDSC001790060100.txt,S.J. Vandross,organization,1
GDSC001790060100.txt,College Eutaw P.,organization,1
GDSC001790060100.txt,Capital City Voters,organization,1
GDSC001790060100.txt,Voter Education,organization,1
GDSC001790060100.txt,Auburn Avenue,organization,1
GDSC001790060100.txt,Training Greene,organization,1
GDSC001790060100.txt,Economic Development Administration,organization,1
GDSC001790060100.txt,Voter Educ,organization,1
GDSC001790060100.txt,Bolton,organization,1
GDSC001790060100.txt,Harnett County NAACP,organization,1
GDSC001790060100.txt,Elmore County Coordinated Organizations P.,organization,1
GDSC001790060100.txt,Chicano Community,organization,1
GDSC001790060100.txt,Newport News,organization,1
GDSC001790060100.txt,Committee for Civil Rights Under Law,organization,1
GDSC001790060100.txt,Community Affair Department,organization,1
GDSC001790060100.txt,Cordinating Committee,organization,1
GDSC001790060100.txt,Ronald Equipment Operator,organization,1
GDSC001790060100.txt,Committee Hearings,organization,1
GDSC001790060100.txt,League of Women Voters Education Fund,organization,1
GDSC001790060100.txt,Counties Conference for Black Elected,organization,1
GDSC001790060100.txt,Willi Research,organization,1
GDSC001790060100.txt,Bedford Counti Greenville Co,organization,1
GDSC001790060100.txt,Marion,organization,1
GDSC001790060100.txt,Possible Litigation Technical Assistance Contacted,organization,1
GDSC001790060100.txt,Voter Education Elmore County,organization,1
GDSC001790060100.txt,Proposal for Voter Registration and Voter Education Campaign,organization,1
GDSC001790060100.txt,Campbell,organization,2
GDSC001790060100.txt,Winters Texas,organization,1
GDSC001790060100.txt,Pres. Marion,organization,1
GDSC001790060100.txt,BLACK ECONOMIC UNION,organization,1
GDSC001790060100.txt,Housing Programs,organization,1
GDSC001790060100.txt,National Office,organization,3
GDSC001790060100.txt,Alitalia,organization,2
GDSC001790060100.txt,Hotel Krasnapolsky,organization,1
GDSC001790060100.txt,Continental,organization,1
GDSC001790060100.txt,U.S. Public Health Department,organization,1
GDSC001790060100.txt,Hotel Cavour,organization,1
GDSC001790060100.txt,NAACP,organization,9
GDSC001790060100.txt,Supreme Court,organization,1
GDSC001790060100.txt,US Labor Dept,organization,1
GDSC001790060100.txt,Colby,organization,1
GDSC001790060100.txt,Corinthians,organization,1
GDSC001790060100.txt,Evangelizing for Christ,organization,1
GDSC001790060100.txt,Inverness Dozier Lester,organization,1
GDSC001790060100.txt,Mississippi Dear Mrs. Blackwells Word,organization,1
GDSC001790060100.txt,Negro,organization,2
GDSC001790060100.txt,Colby College,organization,2
GDSC001790060100.txt,OQO,organization,1
GDSC001790060100.txt,Delta Ministry,organization,1
GDSC001790060100.txt,Inverness D.,organization,1
GDSC001790060100.txt,Progressive,organization,1
GDSC001790060100.txt,Patton Hall Princeton,organization,1
GDSC001790060100.txt,Joseph Harris Office,organization,1
GDSC001790060100.txt,UE Locals General Executive Board,organization,1
GDSC001790060100.txt,Negro Winners,organization,1
GDSC001790060100.txt,Times Magazine,organization,1
GDSC001790060100.txt,Mississippi Negro Candidates,organization,1
GDSC001790060100.txt,tswa Joseph Harris State Office,organization,1
GDSC001790060100.txt,PDP Executive Committe,organization,1
GDSC001790060100.txt,Freedom Democrats,organization,1
GDSC001790060100.txt,Holmes county Executive committee,organization,1
GDSC001790060100.txt,Agriculture Freeman,organization,1
GDSC001790060100.txt,State,organization,2
GDSC001790060100.txt,Freedom Dsmocratlc Party,organization,1
GDSC001790060100.txt,Independent Candidate,organization,1
GDSC001790060100.txt,SCcC,organization,1
GDSC001790060100.txt,Parchman Guy Williams,organization,1
GDSC001790060100.txt,New York City,organization,1
GDSC001790060100.txt,State Executive Committee,organization,1
GDSC001790060100.txt,Mississippians United to Elect Negro Candidates,organization,1
GDSC001790060100.txt,Treasurer NATIONAL COMMITTEE,organization,1
GDSC001790060100.txt,Box,organization,2
GDSC001790060100.txt,UPI,organization,1
GDSC001790060100.txt,JP Friars Point,organization,1
GDSC001790060100.txt,Georgia J. Willard Pearson Deacon Board,organization,1
GDSC001790060100.txt,Mississippi Freedom Democratic Partv,organization,9
GDSC001790060100.txt,Mississippi Freedom Democratic Party,organization,9
GDSC001790060100.txt,York Bear Nine Nystrom,organization,1
GDSC001790060100.txt,Ferguson Candidate,organization,1
GDSC001790060100.txt,SNCC,organization,1
GDSC001790060100.txt,Committee,organization,1
GDSC001790060100.txt,Executive Board,organization,1
GDSC001790060100.txt,Mississippi Freodom Democratic Party,organization,1
GDSC001790060100.txt,National Association for the Advancement of Colored People,organization,2
GDSC001790060100.txt,Lexington Democratic Club,organization,1
GDSC001790060100.txt,Justice of Peace,organization,1
GDSC001790060100.txt,January Program Office at Colby,organization,1
GDSC001790060100.txt,Missions W. P. Waddell Financial,organization,1
GDSC001790060100.txt,Small Business Administration,organization,1
GDSC001790060100.txt,Congress,organization,4
GDSC001790060100.txt,Whitfield Mill Rd.,organization,1
GDSC001790060100.txt,Delta,organization,3
GDSC001790060100.txt,Voter Education Project,organization,1
GDSC001790060100.txt,Peace and Freedom Party,organization,1
GDSC001790060100.txt,The Times,organization,1
GDSC001790060100.txt,Princeton,organization,1
GDSC001790060100.txt,Gordon L. Lyon,organization,1
GDSC001790060100.txt,Executive Committee,organization,1
GDSC001790060100.txt,Congaree Iron and Steel Company,organization,1
GDSC001790060100.txt,PDP,organization,2
GDSC001790060100.txt,John Birch Society,organization,1
GDSC001790060100.txt,VISTA Volunteer,organization,1
GDSC001790060100.txt,Southern Regional Council,organization,1
GDSC001790060100.txt,District Two,organization,1
GDSC001790060100.txt,Democratic Party Primaries,organization,1
GDSC001790060100.txt,Princeton University,organization,1
GDSC001790060100.txt,Moody Benevolence Treasurer,organization,1
GDSC001790060100.txt,Sunflower Committee,organization,2
GDSC001790060100.txt,Inverness District,organization,1
GDSC001790060100.txt,Post Office Box 447 Sunflower,organization,1
GDSC001790060100.txt,Trustee Board,organization,1
GDSC001790060100.txt,of Colored People,organization,1
GDSC001790060100.txt,United Electrical,organization,2
GDSC001790060100.txt,CIO,organization,1
GDSC001790060100.txt,UNITED P.,organization,1
GDSC001790060100.txt,American College Testing,organization,1
GDSC001790060100.txt,Free Democratic Party,organization,2
GDSC001790060100.txt,Doddsville District,organization,1
GDSC001790060100.txt,Staples Ministry of Music,organization,1
GDSC001790060100.txt,Sunflower Negroes,organization,1
GDSC001790060100.txt,L.on Davis,organization,1
GDSC001790060100.txt,Asm,organization,1
GDSC001790060100.txt,General Election,organization,1
GDSC001790060100.txt,Campaign Committee of the Sunflower County Democratic Party,organization,1
GDSC001790060100.txt,STO,organization,1
GDSC001790060100.txt,DP State Executive Committee,organization,1
GDSC001790060100.txt,Department of Agriculture,organization,1
GDSC001790060100.txt,State of Missi Mississippi,organization,1
GDSC001790060100.txt,NAACP,organization,1
GDSC001790060100.txt,Those Democratic Party,organization,1
GDSC001790060100.txt,MFDP,organization,5
GDSC001790060100.txt,Senate,organization,1
GDSC001790060100.txt,Democratic Party,organization,4
GDSC001790060100.txt,W. A. Price,organization,1
GDSC001790060100.txt,Dixiecrat Mississippi Congressional,organization,1
GDSC001790060100.txt,House of Representatives,organization,1
GDSC001790060100.txt,Radio and Machine Workers of America,organization,2
GDSC001790060100.txt,the,organization,1
GDSC001790060100.txt,Misoiseippians United,organization,1
GDSC001790060100.txt,Civil Liberties Union,organization,1
GDSC001790060100.txt,Mississippi Blacks,organization,1
GDSC001790060100.txt,Mississippi Freedom Party,organization,1
GDSC001790060100.txt,Howard University,organization,2
GDSC001790060100.txt,Congress,organization,1
GDSC001790060100.txt,Democratic Party,organization,2
GDSC001790060100.txt,Freedom Ballot,organization,1
GDSC001790060100.txt,Board of Trustees,organization,1
GDSC001790060100.txt,Delta Sigma Theta,organization,1
GDSC001790060100.txt,Columbia College,organization,1
GDSC001790060100.txt,Shaw University,organization,1
GDSC001790060100.txt,National Democratic Party,organization,1
GDSC001790060100.txt,Freedom Farm Corporation,organization,1
GDSC001790060100.txt,Trustee Committee,organization,1
GDSC001790060100.txt,Mississippi Freedom Democratic Party,organization,1
GDSC001790060100.txt,s Mary Church Terrell Award,organization,1
GDSC001790060100.txt,Special Committees,organization,1
GDSC001790060100.txt,Finance Committee,organization,3
GDSC001790060100.txt,Labor,organization,1
GDSC001790060100.txt,Bureau,organization,2
GDSC001790060100.txt,Branch,organization,1
GDSC001790060100.txt,Department,organization,2
GDSC001790060100.txt,National Association for the Advancement of Colored People,organization,12
GDSC001790060100.txt,Convention Committee,organization,1
GDSC001790060100.txt,National Association for the Colored People,organization,1
GDSC001790060100.txt,National Association,organization,10
GDSC001790060100.txt,Standing Committees,organization,1
GDSC001790060100.txt,Host Branch,organization,1
GDSC001790060100.txt,Committee on Education,organization,1
GDSC001790060100.txt,NAACP College Chapters,organization,1
GDSC001790060100.txt,Resolution Committee,organization,1
GDSC001790060100.txt,Meetings of Executive Committee,organization,1
GDSC001790060100.txt,Youth and College Division,organization,3
GDSC001790060100.txt,Authority of National Executive,organization,1
GDSC001790060100.txt,National Office a Certificate of Authority,organization,1
GDSC001790060100.txt,Industry Committee,organization,1
GDSC001790060100.txt,Rules Committee,organization,2
GDSC001790060100.txt,Convention Resolutions Committee,organization,1
GDSC001790060100.txt,Life Membership Committee,organization,2
GDSC001790060100.txt,Annual Meeting of the Association,organization,2
GDSC001790060100.txt,Duties of Executive Committee,organization,1
GDSC001790060100.txt,Membership Corporation Law,organization,1
GDSC001790060100.txt,The National Youth Work Committee,organization,1
GDSC001790060100.txt,Annual Elections Committee,organization,20
GDSC001790060100.txt,Nationai Office,organization,1
GDSC001790060100.txt,Committee on Branches,organization,1
GDSC001790060100.txt,National Association the National Office,organization,1
GDSC001790060100.txt,Legal Redress Committee,organization,1
GDSC001790060100.txt,Life Membership and Junior Life Membership,organization,1
GDSC001790060100.txt,Board of Directors,organization,9
GDSC001790060100.txt,Board Committee,organization,1
GDSC001790060100.txt,Committee on Community Coordination,organization,1
GDSC001790060100.txt,Region VI Region VII Maine,organization,1
GDSC001790060100.txt,Teller the Regional,organization,1
GDSC001790060100.txt,National Board of Directors of the Association,organization,1
GDSC001790060100.txt,Holiday Seal Committee,organization,1
GDSC001790060100.txt,National Office Assistance,organization,1
GDSC001790060100.txt,Youth Council,organization,12
GDSC001790060100.txt,Annual Convention of the Association,organization,1
GDSC001790060100.txt,Nomination Committee,organization,1
GDSC001790060100.txt,Authorized Committees of the Association,organization,1
GDSC001790060100.txt,National Board of Directors,organization,20
GDSC001790060100.txt,Bureaus of the Association,organization,1
GDSC001790060100.txt,National Office Assistance Prior,organization,1
GDSC001790060100.txt,Committee on Youth Work,organization,1
GDSC001790060100.txt,Youth Work Committee,organization,1
GDSC001790060100.txt,Committee,organization,43
GDSC001790060100.txt,Credentials Committee,organization,2
GDSC001790060100.txt,National Youth Work Committee,organization,8
GDSC001790060100.txt,Director of Branches and Field Administration,organization,1
GDSC001790060100.txt,Church Work Committee,organization,1
GDSC001790060100.txt,Committee election,organization,1
GDSC001790060100.txt,Board,organization,14
GDSC001790060100.txt,Executive Committee Section,organization,1
GDSC001790060100.txt,Supervisory Committee,organization,1
GDSC001790060100.txt,Election Committee,organization,2
GDSC001790060100.txt,Regional Organization,organization,1
GDSC001790060100.txt,Time and Place Committee,organization,2
GDSC001790060100.txt,Election Supervisory Committee,organization,40
GDSC001790060100.txt,Regional Youth Council,organization,1
GDSC001790060100.txt,Association,organization,67
GDSC001790060100.txt,Youth Work,organization,1
GDSC001790060100.txt,Elections Committee,organization,3
GDSC001790060100.txt,National Association for the Advancement of Colored People As,organization,1
GDSC001790060100.txt,Executive Committee,organization,57
GDSC001790060100.txt,Local Branch,organization,1
GDSC001790060100.txt,City Election Commission,organization,1
GDSC001790060100.txt,Time,organization,3
GDSC001790060100.txt,Office,organization,1
GDSC001790060100.txt,Organization Meeting Section,organization,1
GDSC001790060100.txt,Publicity Committee,organization,1
GDSC001790060100.txt,Field Administration,organization,3
GDSC001790060100.txt,College,organization,2
GDSC001790060100.txt,Youth Councils,organization,2
GDSC001790060100.txt,Committee on Housing,organization,1
GDSC001790060100.txt,Freedom Fund Committee,organization,2
GDSC001790060100.txt,Standing Committees of the Branch,organization,1
GDSC001790060100.txt,Advance Drafting Committee,organization,1
GDSC001790060100.txt,Notice of Board,organization,1
GDSC001790060100.txt,Regional Office,organization,1
GDSC001790060100.txt,Membership Committee,organization,1
GDSC001790060100.txt,NAACP Annual Elections Committee,organization,2
GDSC001790060100.txt,Labor and Industry,organization,1
GDSC001790060100.txt,Training Programs,organization,1
GDSC001790060100.txt,Each Youth Council,organization,1
GDSC001790060100.txt,The Association,organization,2
GDSC001790060100.txt,Committee Representatives,organization,1
GDSC001790060100.txt,Election Manual,organization,1
GDSC001790060100.txt,Steering Committee,organization,1
GDSC001790060100.txt,State Conferences,organization,1
GDSC001790060100.txt,National Nominating Committee,organization,4
GDSC001790060100.txt,Resolutions Committee,organization,8
GDSC001790060100.txt,NAACP,organization,35
GDSC001790060100.txt,Freedom Fund,organization,1
GDSC001790060100.txt,Nominating Committee,organization,24
GDSC001790060100.txt,Political Action Committee,organization,1
GDSC001790060100.txt,National Office,organization,74
GDSC001790060100.txt,Golden Heritage Life Membership,organization,1
GDSC001790060100.txt,Junior Life Membership,organization,1
GDSC001790060100.txt,Committee on Rules,organization,1
GDSC001790060100.txt,National Board,organization,9
GDSC001790060100.txt,National Board of ReDort,organization,1
GDSC001790060100.txt,White House,organization,1
GDSC001790060100.txt,AAPC,organization,3
GDSC001790060100.txt,Donaldson,organization,1
GDSC001790060100.txt,Jackson Urban League,organization,2
GDSC001790060100.txt,Stamplane Springfield,organization,1
GDSC001790060100.txt,National Association of Negro Business and Professional Women,organization,1
GDSC001790060100.txt,s Federation,organization,1
GDSC001790060100.txt,Reagon,organization,2
GDSC001790060100.txt,PAC,organization,3
GDSC001790060100.txt,Missionary Council,organization,1
GDSC001790060100.txt,CITY COUNTIL,organization,1
GDSC001790060100.txt,Unitarian Universalist Women,organization,1
GDSC001790060100.txt,Child Development Centers,organization,1
GDSC001790060100.txt,Mailgram,organization,1
GDSC001790060100.txt,The National Urban League,organization,1
GDSC001790060100.txt,Commonwealth Bldg,organization,1
GDSC001790060100.txt,Carlos Rangel Political Affairs Author,organization,1
GDSC001790060100.txt,Sherrod,organization,1
GDSC001790060100.txt,Tau Gamma Delta Sorority,organization,1
GDSC001790060100.txt,National Assembly for Social Policy,organization,1
GDSC001790060100.txt,Tuskegee Institute,organization,1
GDSC001790060100.txt,Department of Housing and Urban Development,organization,1
GDSC001790060100.txt,Candy Highlander Ctr,organization,1
GDSC001790060100.txt,8940 McGhee,organization,1
GDSC001790060100.txt,Educational Grants,organization,1
GDSC001790060100.txt,Hyatt Regency Washington Hotel,organization,2
GDSC001790060100.txt,New York City City,organization,1
GDSC001790060100.txt,Incorporated,organization,12
GDSC001790060100.txt,Public Opinion Advisor,organization,1
GDSC001790060100.txt,Las Amigas,organization,1
GDSC001790060100.txt,OIC,organization,1
GDSC001790060100.txt,Phi Lambda Sorority,organization,1
GDSC001790060100.txt,W.,organization,1
GDSC001790060100.txt,Subic Naval,organization,1
GDSC001790060100.txt,Development Contributions,organization,1
GDSC001790060100.txt,Agriculture,organization,1
GDSC001790060100.txt,Wells Chicago,organization,1
GDSC001790060100.txt,AME Zion Church,organization,1
GDSC001790060100.txt,Los Angeles Times,organization,1
GDSC001790060100.txt,Public Affairs Council 38th Roundtable,organization,1
GDSC001790060100.txt,Office of Minority Business Enterprise,organization,1
